study_accession	experiment_accession	experiment_title	sample_taxon_id	sample_scientific_name	experiment_library_strategy	experiment_library_source	experiment_library_selection	sample_accession	sample_alias	experiment_instrument_model	pool_member_spots	run_1_size	run_1_accession	run_1_total_spots	run_1_total_bases
SRP034123	SRX391859	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194843' containing sample 'TRUG0081'	1408946	Mycobacterium tuberculosis UT0080	WGS	GENOMIC	RANDOM	SRS515079	TRUG0081	Illumina HiSeq 2000	3501024	198950856	SRR1049653	1742382	351961164
SRP034121	SRX391858	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194868' containing sample 'TRUG0080'	1408945	Mycobacterium tuberculosis UT0079	WGS	GENOMIC	RANDOM	SRS515077	TRUG0080	Illumina HiSeq 2000	5841543	328984374	SRR1049651	2936757	593224914
SRP034122	SRX391857	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194849' containing sample 'TRUG0078'	1408944	Mycobacterium tuberculosis UT0077	WGS	GENOMIC	RANDOM	SRS515078	TRUG0078	Illumina HiSeq 2000	4071697	220489907	SRR1049646	2025956	409243112
SRP034120	SRX391856	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194908' containing sample 'TRUG0076'	1408943	Mycobacterium tuberculosis UT0075	WGS	GENOMIC	RANDOM	SRS515076	TRUG0076	Illumina HiSeq 2000	9992	1882219	SRR1049666	4982	1006364
SRP034119	SRX391855	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194864' containing sample 'TRUG0072'	1408942	Mycobacterium tuberculosis UT0071	WGS	GENOMIC	RANDOM	SRS515075	TRUG0072	Illumina HiSeq 2000	4697835	265748715	SRR1049644	2364016	477531232
SRP034118	SRX391854	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194874' containing sample 'TRUG0071'	1408941	Mycobacterium tuberculosis UT0070	WGS	GENOMIC	RANDOM	SRS515074	TRUG0071	Illumina HiSeq 2000	5895003	321954217	SRR1049641	2963869	598701538
SRP034117	SRX391853	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194909' containing sample 'TRUG0070'	1408940	Mycobacterium tuberculosis UT0069	WGS	GENOMIC	RANDOM	SRS515073	TRUG0070	Illumina HiSeq 2000	5555429	304432378	SRR1049639	2786251	562822702
SRP034116	SRX391852	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194854' containing sample 'TRUG0068'	1408939	Mycobacterium tuberculosis UT0067	WGS	GENOMIC	RANDOM	SRS515072	TRUG0068	Illumina HiSeq 2000	3364859	166271482	SRR1049637	1702359	343876518
SRP034114	SRX391851	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194844' containing sample 'TRUG0061'	1408938	Mycobacterium tuberculosis UT0060	WGS	GENOMIC	RANDOM	SRS515070	TRUG0061	Illumina HiSeq 2000	5395193	294552708	SRR1049635	2692580	543901160
SRP034115	SRX391850	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194906' containing sample 'TRUG0060'	1408937	Mycobacterium tuberculosis UT0059	WGS	GENOMIC	RANDOM	SRS515071	TRUG0060	Illumina HiSeq 2000	5508647	301243565	SRR1049633	2740670	553615340
SRP034113	SRX391849	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194857' containing sample 'TRUG0059'	1408936	Mycobacterium tuberculosis UT0058	WGS	GENOMIC	RANDOM	SRS515069	TRUG0059	Illumina HiSeq 2000	6613878	360390056	SRR1049631	3295818	665755236
SRP034112	SRX391848	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194889' containing sample 'TRUG0058'	1408935	Mycobacterium tuberculosis UT0057	WGS	GENOMIC	RANDOM	SRS515068	TRUG0058	Illumina HiSeq 2000	4892781	278811182	SRR1049629	2429951	490850102
SRP034111	SRX391847	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194855' containing sample 'TRUG0057'	1408934	Mycobacterium tuberculosis UT0056	WGS	GENOMIC	RANDOM	SRS515067	TRUG0057	Illumina HiSeq 2000	1138147	56428761	SRR1049627	562697	113664794
SRP034110	SRX391846	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194885' containing sample 'TRUG0056'	1408933	Mycobacterium tuberculosis UT0055	WGS	GENOMIC	RANDOM	SRS515066	TRUG0056	Illumina HiSeq 2000	4893905	278407183	SRR1049624	2438850	492647700
SRP034109	SRX391845	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194842' containing sample 'TRUG0054'	1408932	Mycobacterium tuberculosis UT0053	WGS	GENOMIC	RANDOM	SRS515065	TRUG0054	Illumina HiSeq 2000	4549023	253129429	SRR1049622	2266111	457754422
SRP034108	SRX391844	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194888' containing sample 'TRUG0053'	1408931	Mycobacterium tuberculosis UT0052	WGS	GENOMIC	RANDOM	SRS515064	TRUG0053	Illumina HiSeq 2000	5386151	292076797	SRR1049620	2687440	542862880
SRP034106	SRX391843	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194905' containing sample 'TRUG0052'	1408930	Mycobacterium tuberculosis UT0051	WGS	GENOMIC	RANDOM	SRS515062	TRUG0052	Illumina HiSeq 2000	5063631	266148368	SRR1049618	2525674	510186148
SRP034107	SRX391842	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194866' containing sample 'TRUG0051'	1408929	Mycobacterium tuberculosis UT0050	WGS	GENOMIC	RANDOM	SRS515063	TRUG0051	Illumina HiSeq 2000	6295434	342093665	SRR1049616	3166154	639563108
SRP034105	SRX391841	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194862' containing sample 'TRUG0049'	1408928	Mycobacterium tuberculosis UT0048	WGS	GENOMIC	RANDOM	SRS515061	TRUG0049	Illumina HiSeq 2000	13464	2074991	SRR1049614	6831	1379862
SRP034104	SRX391840	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194847' containing sample 'TRUG0047'	1408927	Mycobacterium tuberculosis UT0046	WGS	GENOMIC	RANDOM	SRS515060	TRUG0047	Illumina HiSeq 2000	9683	1860951	SRR1049612	4917	993234
SRP034103	SRX391839	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194907' containing sample 'TRUG0046'	1408926	Mycobacterium tuberculosis UT0045	WGS	GENOMIC	RANDOM	SRS515059	TRUG0046	Illumina HiSeq 2000	5322751	283129775	SRR1049610	2649843	535268286
SRP034102	SRX391838	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194852' containing sample 'TRUG0045'	1408925	Mycobacterium tuberculosis UT0044	WGS	GENOMIC	RANDOM	SRS515058	TRUG0045	Illumina HiSeq 2000	5848960	319242417	SRR1049607	2935345	592939690
SRP034101	SRX391837	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194869' containing sample 'TRUG0041'	1408924	Mycobacterium tuberculosis UT0041	WGS	GENOMIC	RANDOM	SRS515057	TRUG0041	Illumina HiSeq 2000	5541412	298239548	SRR1049605	2753800	556267600
SRP034100	SRX391836	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194902' containing sample 'TRUG0040'	1408923	Mycobacterium tuberculosis UT0040	WGS	GENOMIC	RANDOM	SRS515056	TRUG0040	Illumina HiSeq 2000	4421654	245115572	SRR1049603	2202546	444914292
SRP034099	SRX391835	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194873' containing sample 'TRUG0038'	1408922	Mycobacterium tuberculosis UT0038	WGS	GENOMIC	RANDOM	SRS515055	TRUG0038	Illumina HiSeq 2000	4572014	247144843	SRR1049601	2278454	460247708
SRP034098	SRX391834	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194853' containing sample 'TRUG0037'	1408921	Mycobacterium tuberculosis UT0037	WGS	GENOMIC	RANDOM	SRS515054	TRUG0037	Illumina HiSeq 2000	5532301	292733237	SRR1049599	2747358	554966316
SRP034097	SRX391833	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194850' containing sample 'TRUG0036'	1408920	Mycobacterium tuberculosis UT0036	WGS	GENOMIC	RANDOM	SRS515053	TRUG0036	Illumina HiSeq 2000	5875987	315153346	SRR1049597	2922718	590389036
SRP034096	SRX391832	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194860' containing sample 'TRUG0034'	1408919	Mycobacterium tuberculosis UT0034	WGS	GENOMIC	RANDOM	SRS515052	TRUG0034	Illumina HiSeq 2000	10059	1833922	SRR1049595	5038	1017676
SRP034095	SRX391831	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194897' containing sample 'TRUG0030'	1408918	Mycobacterium tuberculosis UT0030	WGS	GENOMIC	RANDOM	SRS515051	TRUG0030	Illumina HiSeq 2000	4245707	241099301	SRR1049593	2119220	428082440
SRP034094	SRX391830	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194839' containing sample 'TRUG0027'	1408917	Mycobacterium tuberculosis UT0027	WGS	GENOMIC	RANDOM	SRS515050	TRUG0027	Illumina HiSeq 2000	5489658	283942484	SRR1049590	2736314	552735428
SRP034093	SRX391829	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194883' containing sample 'TRUG0026'	1408916	Mycobacterium tuberculosis UT0026	WGS	GENOMIC	RANDOM	SRS515049	TRUG0026	Illumina HiSeq 2000	13483	2067080	SRR1049588	6785	1370570
SRP034092	SRX391828	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194898' containing sample 'TRUG0024'	1408915	Mycobacterium tuberculosis UT0024	WGS	GENOMIC	RANDOM	SRS515048	TRUG0024	Illumina HiSeq 2000	4449837	250780105	SRR1049585	2229034	450264868
SRP034091	SRX391827	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194903' containing sample 'TRUG0022'	1408914	Mycobacterium tuberculosis UT0022	WGS	GENOMIC	RANDOM	SRS515047	TRUG0022	Illumina HiSeq 2000	5239277	287518362	SRR1049583	2626237	530499874
SRP034090	SRX391826	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194901' containing sample 'TRUG0020'	1408913	Mycobacterium tuberculosis UT0020	WGS	GENOMIC	RANDOM	SRS515046	TRUG0020	Illumina HiSeq 2000	5708896	308994766	SRR1049581	2867790	579293580
SRP034089	SRX391825	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194890' containing sample 'TRUG0017'	1408975	Mycobacterium tuberculosis UT0017	WGS	GENOMIC	RANDOM	SRS515045	TRUG0017	Illumina HiSeq 2000	4533944	246787664	SRR1049579	2260198	456559996
SRP034088	SRX391824	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194899' containing sample 'TRUG0016'	1408912	Mycobacterium tuberculosis UT0016	WGS	GENOMIC	RANDOM	SRS515044	TRUG0016	Illumina HiSeq 2000	9792	1855761	SRR1049577	4885	986770
SRP034087	SRX391823	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194848' containing sample 'TRUG0015'	1408911	Mycobacterium tuberculosis UT0015	WGS	GENOMIC	RANDOM	SRS515043	TRUG0015	Illumina HiSeq 2000	5088701	287010259	SRR1049575	2531109	511284018
SRP034086	SRX391822	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194877' containing sample 'TRUG0011'	1408910	Mycobacterium tuberculosis UT0011	WGS	GENOMIC	RANDOM	SRS515042	TRUG0011	Illumina HiSeq 2000	5243490	280582378	SRR1049573	2628236	530903672
SRP034085	SRX391821	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194865' containing sample 'TRUG0009'	1408909	Mycobacterium tuberculosis UT0009	WGS	GENOMIC	RANDOM	SRS515041	TRUG0009	Illumina HiSeq 2000	5671548	319277158	SRR1049571	2826037	570859474
SRP034084	SRX391820	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194856' containing sample 'TRUG0007'	1408908	Mycobacterium tuberculosis UT0007	WGS	GENOMIC	RANDOM	SRS515040	TRUG0007	Illumina HiSeq 2000	6075548	353116331	SRR1049568	3057903	617696406
SRP034082	SRX391819	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194867' containing sample 'TRUG0004'	1408907	Mycobacterium tuberculosis UT0004	WGS	GENOMIC	RANDOM	SRS515038	TRUG0004	Illumina HiSeq 2000	4326149	244629487	SRR1049563	2177314	439817428
SRP034083	SRX391818	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194863' containing sample 'TRUG0003'	1408906	Mycobacterium tuberculosis UT0003	WGS	GENOMIC	RANDOM	SRS515039	TRUG0003	Illumina HiSeq 2000	4431733	230298253	SRR1049561	2208819	446181438
SRP034081	SRX391817	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194846' containing sample 'TRUG0002'	1408905	Mycobacterium tuberculosis UT0002	WGS	GENOMIC	RANDOM	SRS515037	TRUG0002	Illumina HiSeq 2000	4898420	295544499	SRR1049559	2439818	492843236
SRP034080	SRX391816	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Solexa-194886' containing sample 'TRUG0001'	1408904	Mycobacterium tuberculosis UT0001	WGS	GENOMIC	RANDOM	SRS515036	TRUG0001	Illumina HiSeq 2000	6090693	341607986	SRR1049557	3061766	618476732
SRP034072	SRX391764	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285209' containing sample 'Staphylococcus aureus WMCS6115'	1409707	Staphylococcus aureus WMCS6115	WGS	GENOMIC	RANDOM	SRS514994	Staphylococcus aureus WMCS6115	Illumina HiSeq 2000	3560274	369381485	SRR1049515	3560274	719175348
SRP034071	SRX391763	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285203' containing sample 'Staphylococcus aureus WMCS6114'	1409706	Staphylococcus aureus WMCS6114	WGS	GENOMIC	RANDOM	SRS514993	Staphylococcus aureus WMCS6114	Illumina HiSeq 2000	2986301	325470703	SRR1049514	2986301	603232802
SRP034070	SRX391762	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285186' containing sample 'Staphylococcus aureus WMCS6047'	1409509	Staphylococcus aureus WMCS6047	WGS	GENOMIC	RANDOM	SRS514992	Staphylococcus aureus WMCS6047	Illumina HiSeq 2000	3320191	328509370	SRR1049513	3320191	670678582
SRP034069	SRX391761	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285184' containing sample 'Staphylococcus aureus WMCA6126'	1409724	Staphylococcus aureus WMCA6126	WGS	GENOMIC	RANDOM	SRS514991	Staphylococcus aureus WMCA6126	Illumina HiSeq 2000	3970945	395685015	SRR1049512	3970945	802130890
SRP034068	SRX391760	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285197' containing sample 'Staphylococcus aureus WMCA6086'	1409681	Staphylococcus aureus WMCA6086	WGS	GENOMIC	RANDOM	SRS514990	Staphylococcus aureus WMCA6086	Illumina HiSeq 2000	3332254	337681121	SRR1049511	3332254	673115308
SRP034067	SRX391759	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285206' containing sample 'Staphylococcus aureus WMCA6006'	1409508	Staphylococcus aureus WMCA6006	WGS	GENOMIC	RANDOM	SRS514989	Staphylococcus aureus WMCA6006	Illumina HiSeq 2000	4031811	399102199	SRR1049510	4031811	814425822
SRP034064	SRX391756	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285192' containing sample 'Staphylococcus aureus WAMC6055'	1409709	Staphylococcus aureus WAMC6055	WGS	GENOMIC	RANDOM	SRS514986	Staphylococcus aureus WAMC6055	Illumina HiSeq 2000	3222647	336606557	SRR1049505	3222647	650974694
SRP034063	SRX391755	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285180' containing sample 'Staphylococcus aureus WAMC6049'	1409524	Staphylococcus aureus WAMC6049	WGS	GENOMIC	RANDOM	SRS514985	Staphylococcus aureus WAMC6049	Illumina HiSeq 2000	3637236	362175911	SRR1049504	3637236	734721672
SRP034062	SRX391754	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285213' containing sample 'Staphylococcus aureus UCIM6049'	1409520	Staphylococcus aureus UCIM6049	WGS	GENOMIC	RANDOM	SRS514984	Staphylococcus aureus UCIM6049	Illumina HiSeq 2000	3159975	316608813	SRR1049503	3159975	638314950
SRP034061	SRX391753	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285182' containing sample 'Staphylococcus aureus SMMC6016'	1409523	Staphylococcus aureus SMMC6016	WGS	GENOMIC	RANDOM	SRS514983	Staphylococcus aureus SMMC6016	Illumina HiSeq 2000	4080580	400142928	SRR1049502	4080580	824277160
SRP034058	SRX391737	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285212' containing sample 'Staphylococcus aureus SMMC6014'	1409544	Staphylococcus aureus SMMC6014	WGS	GENOMIC	RANDOM	SRS514966	Staphylococcus aureus SMMC6014	Illumina HiSeq 2000	3033565	313680853	SRR1049500	3033565	612780130
SRP034060	SRX391736	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285187' containing sample 'Staphylococcus aureus SJUD6098'	1409575	Staphylococcus aureus SJUD6098	WGS	GENOMIC	RANDOM	SRS514967	Staphylococcus aureus SJUD6098	Illumina HiSeq 2000	3671109	375219328	SRR1049499	3671109	741564018
SRP034057	SRX391735	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285199' containing sample 'Staphylococcus aureus SJUD6085'	1409426	Staphylococcus aureus SJUD6085	WGS	GENOMIC	RANDOM	SRS514965	Staphylococcus aureus SJUD6085	Illumina HiSeq 2000	3437154	344958440	SRR1049498	3437154	694305108
SRP034056	SRX391734	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285191' containing sample 'Staphylococcus aureus SJOS6145'	1409613	Staphylococcus aureus SJOS6145	WGS	GENOMIC	RANDOM	SRS514964	Staphylococcus aureus SJOS6145	Illumina HiSeq 2000	4080790	422674440	SRR1049497	4080790	824319580
SRP034055	SRX391733	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285193' containing sample 'Staphylococcus aureus SJOS6123'	1409565	Staphylococcus aureus SJOS6123	WGS	GENOMIC	RANDOM	SRS514963	Staphylococcus aureus SJOS6123	Illumina HiSeq 2000	3732741	367605079	SRR1049501	3732741	754013682
SRP034054	SRX391732	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285189' containing sample 'Staphylococcus aureus SCOA6009'	1409505	Staphylococcus aureus SCOA6009	WGS	GENOMIC	RANDOM	SRS514962	Staphylococcus aureus SCOA6009	Illumina HiSeq 2000	4398466	446299874	SRR1049496	4398466	888490132
SRP034052	SRX391730	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285201' containing sample 'Staphylococcus aureus SCLE6012'	1409541	Staphylococcus aureus SCLE6012	WGS	GENOMIC	RANDOM	SRS514960	Staphylococcus aureus SCLE6012	Illumina HiSeq 2000	4300044	420522942	SRR1049493	4300044	868608888
SRP034049	SRX391723	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285190' containing sample 'Staphylococcus aureus OCMM6115'	1409687	Staphylococcus aureus OCMM6115	WGS	GENOMIC	RANDOM	SRS514953	Staphylococcus aureus OCMM6115	Illumina HiSeq 2000	4333505	442566031	SRR1049488	4333505	875368010
SRP034048	SRX391722	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285204' containing sample 'Staphylococcus aureus OCMM6109'	1409685	Staphylococcus aureus OCMM6109	WGS	GENOMIC	RANDOM	SRS514952	Staphylococcus aureus OCMM6109	Illumina HiSeq 2000	3452168	329876919	SRR1049487	3452168	697337936
SRP034047	SRX391721	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285202' containing sample 'Staphylococcus aureus OCMM6103'	1409673	Staphylococcus aureus OCMM6103	WGS	GENOMIC	RANDOM	SRS514951	Staphylococcus aureus OCMM6103	Illumina HiSeq 2000	2905489	293547941	SRR1049486	2905489	586908778
SRP034046	SRX391720	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285205' containing sample 'Staphylococcus aureus OCMM6017'	1409540	Staphylococcus aureus OCMM6017	WGS	GENOMIC	RANDOM	SRS514950	Staphylococcus aureus OCMM6017	Illumina HiSeq 2000	4943933	509830387	SRR1049485	4943933	998674466
SRP034044	SRX391719	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285208' containing sample 'Staphylococcus aureus MISS6176'	1409639	Staphylococcus aureus MISS6176	WGS	GENOMIC	RANDOM	SRS514948	Staphylococcus aureus MISS6176	Illumina HiSeq 2000	3603293	359621105	SRR1049484	3603293	727865186
SRP034045	SRX391718	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285215' containing sample 'Staphylococcus aureus MISS6132'	1409621	Staphylococcus aureus MISS6132	WGS	GENOMIC	RANDOM	SRS514949	Staphylococcus aureus MISS6132	Illumina HiSeq 2000	6619395	654245430	SRR1049483	6619395	1337117790
SRP034043	SRX391717	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285179' containing sample 'Staphylococcus aureus MISS6131'	1409622	Staphylococcus aureus MISS6131	WGS	GENOMIC	RANDOM	SRS514947	Staphylococcus aureus MISS6131	Illumina HiSeq 2000	5940623	596107937	SRR1049482	5940623	1200005846
SRP034042	SRX391716	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285194' containing sample 'Staphylococcus aureus MISS6103'	1409411	Staphylococcus aureus MISS6103	WGS	GENOMIC	RANDOM	SRS514946	Staphylococcus aureus MISS6103	Illumina HiSeq 2000	3786814	365114065	SRR1049481	3786814	764936428
SRP034041	SRX391715	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285188' containing sample 'Staphylococcus aureus MISS6037'	1409521	Staphylococcus aureus MISS6037	WGS	GENOMIC	RANDOM	SRS514945	Staphylococcus aureus MISS6037	Illumina HiSeq 2000	4073095	405990345	SRR1049480	4073095	822765190
SRP034040	SRX391714	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285218' containing sample 'Staphylococcus aureus LPIH6010'	1409526	Staphylococcus aureus LPIH6010	WGS	GENOMIC	RANDOM	SRS514944	Staphylococcus aureus LPIH6010	Illumina HiSeq 2000	3966399	398599278	SRR1049479	3966399	801212598
SRP034039	SRX391713	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285185' containing sample 'Staphylococcus aureus LPIH6008'	1409519	Staphylococcus aureus LPIH6008	WGS	GENOMIC	RANDOM	SRS514943	Staphylococcus aureus LPIH6008	Illumina HiSeq 2000	3763676	372246502	SRR1049478	3763676	760262552
SRP034038	SRX391712	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285198' containing sample 'Staphylococcus aureus LPIH6004'	1409517	Staphylococcus aureus LPIH6004	WGS	GENOMIC	RANDOM	SRS514942	Staphylococcus aureus LPIH6004	Illumina HiSeq 2000	3279013	316494667	SRR1049477	3279013	662360626
SRP034034	SRX391702	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285210' containing sample 'Staphylococcus aureus KINW6025'	1409620	Staphylococcus aureus KINW6025	WGS	GENOMIC	RANDOM	SRS514932	Staphylococcus aureus KINW6025	Illumina HiSeq 2000	4252381	405400678	SRR1049466	4252381	858980962
SRP034032	SRX391701	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285207' containing sample 'Staphylococcus aureus HOAG6047'	1409551	Staphylococcus aureus HOAG6047	WGS	GENOMIC	RANDOM	SRS514931	Staphylococcus aureus HOAG6047	Illumina HiSeq 2000	3739384	370801453	SRR1049465	3739384	755355568
SRP034031	SRX391700	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285200' containing sample 'Staphylococcus aureus HOAG6043'	1409550	Staphylococcus aureus HOAG6043	WGS	GENOMIC	RANDOM	SRS514930	Staphylococcus aureus HOAG6043	Illumina HiSeq 2000	5387127	550411271	SRR1049464	5387127	1088199654
SRP034030	SRX391699	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285214' containing sample 'Staphylococcus aureus HBHO6050'	1409512	Staphylococcus aureus HBHO6050	WGS	GENOMIC	RANDOM	SRS514929	Staphylococcus aureus HBHO6050	Illumina HiSeq 2000	3201236	320737559	SRR1049463	3201236	646649672
SRP034029	SRX391698	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285211' containing sample 'Staphylococcus aureus HBHO6021'	1409726	Staphylococcus aureus HBHO6021	WGS	GENOMIC	RANDOM	SRS514928	Staphylococcus aureus HBHO6021	Illumina HiSeq 2000	3153886	340887283	SRR1049462	3153886	637084972
SRP034025	SRX391694	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285217' containing sample 'Staphylococcus aureus GGMC6004'	1409507	Staphylococcus aureus GGMC6004	WGS	GENOMIC	RANDOM	SRS514924	Staphylococcus aureus GGMC6004	Illumina HiSeq 2000	5168838	520269915	SRR1049455	5168838	1044105276
SRP034023	SRX391692	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285216' containing sample 'Staphylococcus aureus FVRH6079'	1409669	Staphylococcus aureus FVRH6079	WGS	GENOMIC	RANDOM	SRS514922	Staphylococcus aureus FVRH6079	Illumina HiSeq 2000	4125641	429974259	SRR1049452	4125641	833379482
SRP034022	SRX391691	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285181' containing sample 'Staphylococcus aureus FVRH6066'	1409666	Staphylococcus aureus FVRH6066	WGS	GENOMIC	RANDOM	SRS514921	Staphylococcus aureus FVRH6066	Illumina HiSeq 2000	4305969	484060788	SRR1049451	4305969	869805738
SRP034020	SRX391690	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285219' containing sample 'Staphylococcus aureus FVRH6040'	1409634	Staphylococcus aureus FVRH6040	WGS	GENOMIC	RANDOM	SRS514919	Staphylococcus aureus FVRH6040	Illumina HiSeq 2000	3384495	357987282	SRR1049450	3384495	683667990
SRP034021	SRX391689	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285178' containing sample 'Staphylococcus aureus COAS6044'	1409420	Staphylococcus aureus COAS6044	WGS	GENOMIC	RANDOM	SRS514920	Staphylococcus aureus COAS6044	Illumina HiSeq 2000	4008814	427558839	SRR1049449	4008814	809780428
SRP034018	SRX391687	Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-285196' containing sample 'Staphylococcus aureus AMMC6114'	1409628	Staphylococcus aureus AMMC6114	WGS	GENOMIC	RANDOM	SRS514917	Staphylococcus aureus AMMC6114	Illumina HiSeq 2000	3830763	398578080	SRR1049444	3830763	773814126
SRP034016	SRX391684	GSM1288793: CHIP-seq:Ti; Homo sapiens; ChIP-Seq	9606	Homo sapiens	ChIP-Seq	GENOMIC	ChIP	SRS514914	GSM1288793	Illumina HiSeq 2000	205517088	6551138190	SRR1049406	205517088	10481371488
SRP034016	SRX391683	GSM1288792: ChIP-seq:KAP1; Homo sapiens; ChIP-Seq	9606	Homo sapiens	ChIP-Seq	GENOMIC	ChIP	SRS514913	GSM1288792	Illumina HiSeq 2000	163043249	5005305921	SRR1049405	163043249	8315205699
SRP034013	SRX391676	GSM1289098: sRNAs from KSHV-infected BC-3 cells; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	size fractionation	SRS514907	GSM1289098	Illumina HiSeq 2000	59373221	1887244339	SRR1049399	59373221	2968661050
