study_accession	experiment_accession	experiment_title	sample_taxon_id	sample_scientific_name	experiment_library_strategy	experiment_library_source	experiment_library_selection	sample_accession	sample_alias	experiment_instrument_model	pool_member_spots	run_1_size	run_1_accession	run_1_total_spots	run_1_total_bases
ERP136521	ERX9275385	MinION sequencing	10298	Human alphaherpesvirus 1	OTHER	TRANSCRIPTOMIC	unspecified	ERS11977664	SAMEA14383509	MinION	354961	338932425	ERR9726493	354961	442455914
ERP136521	ERX9275383	MinION sequencing	10298	Human alphaherpesvirus 1	OTHER	GENOMIC	unspecified	ERS11977664	SAMEA14383509	MinION	36358	255933099	ERR9726491	36358	296130670
ERP136521	ERX9275384	MinION sequencing	10298	Human alphaherpesvirus 1	OTHER	GENOMIC	unspecified	ERS11977665	SAMEA14383510	MinION	10903	45668188	ERR9726492	10903	52949225
SRP374881	SRX15241112	RNA-Seq of mus musculus skin DCs infected 24h by M6	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12974028	M1-DCs	Illumina HiSeq 2500	30648044	2910192617	SRR19175763	30648044	9194413200
SRP374881	SRX15241111	RNA-Seq of mus musculus skin DCs infected 48h by M6	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12974027	M2-DCs	Illumina HiSeq 2500	24255533	2310356569	SRR19175764	24255533	7276659900
SRP374881	SRX15241110	RNA-Seq of mus musculus skin DCs infected 72h by M6	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12974026	M3-DCs	Illumina HiSeq 2500	20991655	2010435119	SRR19175765	20991655	6297496500
SRP374881	SRX15241109	RNA-Seq of mus musculus skin DCs infected 24h by Wild type	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12974025	W1-DCs	Illumina HiSeq 2500	27164492	2558092174	SRR19175766	27164492	8149347600
SRP374881	SRX15241108	RNA-Seq of mus musculus skin DCs infected 48h by Wild type	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12974024	W2-DCs	Illumina HiSeq 2500	39600275	3738153183	SRR19175767	39600275	11880082500
SRP374881	SRX15241107	RNA-Seq of mus musculus skin DCs infected 72h by Wild type	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12974023	W3-DCs	Illumina HiSeq 2500	22311906	2118427457	SRR19175768	22311906	6693571800
SRP374881	SRX15241106	RNA-Seq of mus musculus skin DCs	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12974022	CK-DCs	Illumina HiSeq 2500	31345195	2977514228	SRR19175769	31345195	9403558500
SRP374790	SRX15237128	GSM6133168: Ad-DC; Human adenovirus 2; RNA-Seq	10515	Human adenovirus 2	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12970293	GSM6133168	Illumina MiSeq	31749	9983190	SRR19171594	31749	15937998
SRP374790	SRX15237127	GSM6133167: Ad-10XSRSF1-U1_Ad; Human adenovirus 2; RNA-Seq	10515	Human adenovirus 2	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12970292	GSM6133167	Illumina MiSeq	66059	9752168	SRR19171595	31809	15968118
SRP374790	SRX15237126	GSM6133166: Ad-10XSRSF1-65-35-U1_Ad; Human adenovirus 2; RNA-Seq	10515	Human adenovirus 2	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12970291	GSM6133166	Illumina MiSeq	62472	10272998	SRR19171597	33549	16841598
SRP374790	SRX15237125	GSM6133165: Ad-5XSRSF1-U1_Ad; Human adenovirus 2; RNA-Seq	10515	Human adenovirus 2	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12970290	GSM6133165	Illumina MiSeq	59220	8667250	SRR19171599	28046	14079092
SRP374790	SRX15237124	GSM6133164: Ad-5XSRSF1-65-35-U1; Human adenovirus 2; RNA-Seq	10515	Human adenovirus 2	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12970289	GSM6133164	Illumina MiSeq	75550	9866483	SRR19171601	31613	15869726
SRP374655	SRX15231430	GSM6131567: A+BRD7; Homo sapiens; ChIP-Seq	9606	Homo sapiens	ChIP-Seq	GENOMIC	ChIP	SRS12964885	GSM6131567	Illumina NovaSeq 6000	45628512	3954341452	SRR19165071	45628512	11761780926
SRP374655	SRX15231429	GSM6131566: A+Input; Homo sapiens; ChIP-Seq	9606	Homo sapiens	ChIP-Seq	GENOMIC	ChIP	SRS12964884	GSM6131566	Illumina NovaSeq 6000	41016810	3320144319	SRR19165072	41016810	9745435645
SRP374655	SRX15231428	GSM6131565: A-BRD7; Homo sapiens; ChIP-Seq	9606	Homo sapiens	ChIP-Seq	GENOMIC	ChIP	SRS12964883	GSM6131565	Illumina NovaSeq 6000	49667502	4374249662	SRR19165073	49667502	13032054294
SRP374655	SRX15231427	GSM6131564: A-Input; Homo sapiens; ChIP-Seq	9606	Homo sapiens	ChIP-Seq	GENOMIC	ChIP	SRS12964882	GSM6131564	Illumina NovaSeq 6000	39931050	3181651942	SRR19165074	39931050	9312615881
SRP374575	SRX15225510	GSM6127509: Human adjacent liver tissues [B-2b]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959393	GSM6127509	Illumina NovaSeq 6000	524937767	5664458360	SRR19159054	85812313	16561776409
SRP374575	SRX15225509	GSM6127508: Human adjacent liver tissues [X-1b]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959392	GSM6127508	Illumina NovaSeq 6000	568150803	35105087142	SRR19159055	568150803	110221255782
SRP374575	SRX15225508	GSM6127507: Human adjacent liver tissues [2b-0618]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959391	GSM6127507	Illumina NovaSeq 6000	625207950	39522162305	SRR19159065	625207950	121290342300
SRP374575	SRX15225507	GSM6127506: Human adjacent liver tissues [1b-0618]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959390	GSM6127506	Illumina NovaSeq 6000	519095897	31964400311	SRR19159056	519095897	100704604018
SRP374575	SRX15225506	GSM6127505: Human hepatocellular carcinoma tissues [1a-0831]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959389	GSM6127505	Illumina NovaSeq 6000	580920763	38367707861	SRR19159059	580920763	112698628022
SRP374575	SRX15225505	GSM6127504: Human hepatocellular carcinoma tissues [1a-0727]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959388	GSM6127504	Illumina NovaSeq 6000	589664832	37614857004	SRR19159057	589664832	114394977408
SRP374575	SRX15225504	GSM6127501: Human hepatocellular carcinoma tissues [1a-0629]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959387	GSM6127501	Illumina NovaSeq 6000	538372026	32593501238	SRR19159058	538372026	104444173044
SRP374575	SRX15225503	GSM6127503: Human hepatocellular carcinoma tissues [1a-0707]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959386	GSM6127503	Illumina NovaSeq 6000	504643938	4384937489	SRR19159060	497382523	14557319534
SRP374575	SRX15225502	GSM6127502: Human hepatocellular carcinoma tissues [1a-0706]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959385	GSM6127502	Illumina NovaSeq 6000	512042433	31596837021	SRR19159063	482350308	93575959752
SRP374575	SRX15225501	GSM6127500: Human hepatocellular carcinoma tissues [1a-0618]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959384	GSM6127500	Illumina NovaSeq 6000	552438235	34148008678	SRR19159066	552438235	107173017590
SRP374575	SRX15225500	GSM6127499: Human hepatocellular carcinoma tissues [2a-0706]; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12959383	GSM6127499	Illumina NovaSeq 6000	565894612	37564809502	SRR19159067	565894612	109783554728
SRP374201	SRX15207031	adult male urine	1891763	Betapolyomavirus secuhominis	WGS	METAGENOMIC	RANDOM	SRS12945788	211007NGS5	NextSeq 500	567383	14786839	SRR19139940	567383	28369150
SRP373930	SRX15185457	GSM6112028: WT_F_3; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924903	GSM6112028	NextSeq 550	100371706	1923638675	SRR19117729	100371706	5139157962
SRP373930	SRX15185456	GSM6112027: WT_F_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924902	GSM6112027	NextSeq 550	67928913	1392656952	SRR19117730	67928913	3608468107
SRP373930	SRX15185455	GSM6112026: WT_F_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924901	GSM6112026	NextSeq 550	83679100	1815925805	SRR19117731	83679100	4440848744
SRP373930	SRX15185454	GSM6112025: d22_repair_3; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924900	GSM6112025	NextSeq 550	102029002	1997019506	SRR19117732	102029002	5245596712
SRP373930	SRX15185453	GSM6112024: d22_repair_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924899	GSM6112024	NextSeq 550	33652056	681676550	SRR19117733	33652056	1722206096
SRP373930	SRX15185452	GSM6112023: d22_repair_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924898	GSM6112023	NextSeq 550	87920476	1909738968	SRR19117734	87920476	4699782189
SRP373930	SRX15185451	GSM6112022: d22_3; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924897	GSM6112022	NextSeq 550	71338149	1362882459	SRR19117735	71338149	3623757117
SRP373930	SRX15185450	GSM6112021: d22_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924896	GSM6112021	NextSeq 550	111342238	2264707136	SRR19117736	111342238	5639576150
SRP373930	SRX15185449	GSM6112020: d22_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924895	GSM6112020	NextSeq 550	55212507	1098471897	SRR19117737	55212507	2785448881
SRP373930	SRX15185448	GSM6112019: n212_repair_6h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924894	GSM6112019	NextSeq 550	107296548	2202131736	SRR19117738	107296548	5648539470
SRP373930	SRX15185447	GSM6112018: n212_repair_6h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924893	GSM6112018	NextSeq 550	69618372	1499267703	SRR19117739	69618372	3714028638
SRP373930	SRX15185446	GSM6112017: n212_6h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924892	GSM6112017	NextSeq 550	83503290	1947381382	SRR19117740	83503290	4791750331
SRP373930	SRX15185445	GSM6112016: n212_6h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924891	GSM6112016	NextSeq 550	71757536	1571204754	SRR19117741	71757536	3884079023
SRP373930	SRX15185444	GSM6112015: n212_repair_3h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924890	GSM6112015	NextSeq 550	114272563	2295869031	SRR19117742	114272563	5930183106
SRP373930	SRX15185443	GSM6112014: n212_repair_3h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924889	GSM6112014	NextSeq 550	82600655	1800768292	SRR19117743	82600655	4386732186
SRP373930	SRX15185442	GSM6112013: n212_3h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924888	GSM6112013	NextSeq 550	84654576	1817358150	SRR19117744	84654576	4594960552
SRP373930	SRX15185441	GSM6112012: n212_3h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924887	GSM6112012	NextSeq 550	91862456	1994188315	SRR19117745	91862456	4868769336
SRP373930	SRX15185440	GSM6112011: n212_repair_1.5h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924886	GSM6112011	NextSeq 550	95940158	1922759012	SRR19117746	95940158	4852581799
SRP373930	SRX15185439	GSM6112010: n212_repair_1.5h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924885	GSM6112010	NextSeq 550	72500694	1584442744	SRR19117747	72500694	3818335285
SRP373930	SRX15185438	GSM6112009: n212_1.5h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924884	GSM6112009	NextSeq 550	100071685	2008721152	SRR19117748	100071685	5054968835
SRP373930	SRX15185437	GSM6112008: n212_1.5h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924883	GSM6112008	NextSeq 550	76989258	1495847262	SRR19117749	76989258	3835649785
SRP373930	SRX15185436	GSM6112007: n12_repair_CHX_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924882	GSM6112007	NextSeq 550	87908264	3447131048	SRR19117750	87908264	7472202440
SRP373930	SRX15185435	GSM6112006: n12_repair_CHX_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924881	GSM6112006	NextSeq 550	71826363	2830102945	SRR19117751	71826363	6105240855
SRP373930	SRX15185434	GSM6112005: n12_repair_noCHX_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924880	GSM6112005	NextSeq 550	93959079	3711597380	SRR19117752	93959079	7986521715
SRP373930	SRX15185433	GSM6112004: n12_repair_noCHX_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924879	GSM6112004	NextSeq 550	76753754	3057728952	SRR19117753	76753754	6524069090
SRP373930	SRX15185432	GSM6112003: n12_CHX_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924878	GSM6112003	NextSeq 550	95798638	3766252450	SRR19117754	95798638	8142884230
SRP373930	SRX15185431	GSM6112002: n12_CHX_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924877	GSM6112002	NextSeq 550	97005386	3811319085	SRR19117755	97005386	8245457810
SRP373930	SRX15185430	GSM6112001: n12_noCHX_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924876	GSM6112001	NextSeq 550	92925494	3661539347	SRR19117756	92925494	7898666990
SRP373930	SRX15185429	GSM6112000: n12_noCHX_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924875	GSM6112000	NextSeq 550	90769647	3537718711	SRR19117757	90769647	7715419995
SRP373930	SRX15185428	GSM6111999: n12_repair_HFF_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924874	GSM6111999	NextSeq 550	106326157	3483843196	SRR19117758	106326157	9037723345
SRP373930	SRX15185427	GSM6111998: n12_repair_HFF_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924873	GSM6111998	NextSeq 550	118309022	3884774732	SRR19117759	118309022	10056266870
SRP373930	SRX15185426	GSM6111997: n12_HFF_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924872	GSM6111997	NextSeq 550	75479198	2592641953	SRR19117760	75479198	6415731830
SRP373930	SRX15185425	GSM6111996: n12_HFF_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924871	GSM6111996	NextSeq 550	109040110	3559466059	SRR19117761	109040110	9268409350
SRP373930	SRX15185424	GSM6111995: n12_repair_6h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924870	GSM6111995	NextSeq 550	48552288	897959604	SRR19117762	48552288	2313142804
SRP373930	SRX15185423	GSM6111994: n12_repair_6h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924869	GSM6111994	NextSeq 550	54481324	1314581303	SRR19117763	54481324	2822114643
SRP373930	SRX15185422	GSM6111993: n12_6h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924868	GSM6111993	NextSeq 550	280784581	6983604023	SRR19117764	280784581	16244391832
SRP373930	SRX15185421	GSM6111992: n12_6h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924867	GSM6111992	NextSeq 550	139600483	3612846124	SRR19117765	139600483	7619381847
SRP373930	SRX15185420	GSM6111991: n12_repair_3h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924866	GSM6111991	NextSeq 550	121379622	2445747346	SRR19117766	121379622	6172185583
SRP373930	SRX15185419	GSM6111990: n12_repair_3h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924865	GSM6111990	NextSeq 550	49501642	1244309999	SRR19117767	49501642	2671457228
SRP373930	SRX15185418	GSM6111989: n12_3h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924864	GSM6111989	NextSeq 550	49782921	1085673940	SRR19117768	49782921	2635204801
SRP373930	SRX15185417	GSM6111988: n12_3h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924863	GSM6111988	NextSeq 550	94991465	2415951308	SRR19117769	94991465	5192896938
SRP373930	SRX15185416	GSM6111987: n12_repair_1.5h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924862	GSM6111987	NextSeq 550	77155862	2036395020	SRR19117770	77155862	4293459951
SRP373930	SRX15185415	GSM6111986: n12_repair_1.5h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924861	GSM6111986	NextSeq 550	27576177	702238055	SRR19117771	27576177	1492820842
SRP373930	SRX15185414	GSM6111985: n12_1.5h_2; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924860	GSM6111985	NextSeq 550	70767771	1702897777	SRR19117772	70767771	3695117819
SRP373930	SRX15185413	GSM6111984: n12_1.5h_1; Homo sapiens; OTHER	9606	Homo sapiens	OTHER	TRANSCRIPTOMIC	other	SRS12924859	GSM6111984	NextSeq 550	86045698	2179535405	SRR19117773	86045698	4713329691
SRP373830	SRX15168351	GSM6108385: scRNA-seq_Day_9_Young_1; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12909419	GSM6108385	NextSeq 500	146868352	1782053908	SRR19100490	36426173	4626123971
SRP373830	SRX15168350	GSM6108388: scRNA-seq_Day_9_Aged_2; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12909418	GSM6108388	NextSeq 500	102092307	1221569580	SRR19100491	25346884	3219054268
SRP373830	SRX15168349	GSM6108387: scRNA-seq_Day_9_Aged_1; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12909417	GSM6108387	NextSeq 500	85206786	1043947957	SRR19100495	21133920	2684007840
SRP373830	SRX15168348	GSM6108386: scRNA-seq_Day_9_Young_2; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12909416	GSM6108386	NextSeq 500	107144771	1287332510	SRR19100499	26622001	3380994127
SRP373830	SRX15168347	GSM6108384: scRNA-seq_Day_3_Aged_2; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12909415	GSM6108384	NextSeq 500	93437948	1249912541	SRR19100503	23039026	3179385588
SRP373830	SRX15168346	GSM6108383: scRNA-seq_Day_3_Aged_1; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12909414	GSM6108383	NextSeq 500	87879025	1175778866	SRR19100507	21691238	2993390844
SRP373830	SRX15168345	GSM6108382: scRNA-seq_Day_3_Young_2; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12909413	GSM6108382	NextSeq 500	98807758	1324326131	SRR19100512	24323371	3356625198
SRP373830	SRX15168344	GSM6108381: scRNA-seq_Day_3_Young_1; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	cDNA	SRS12909412	GSM6108381	NextSeq 500	100147454	1342986773	SRR19100517	24701822	3408851436
SRP373828	SRX15168335	GSM6108348: Spatial_transcriptomics_Day_3_Young; Mus musculus; OTHER	10090	Mus musculus	OTHER	TRANSCRIPTOMIC	other	SRS12909403	GSM6108348	NextSeq 500	198308395	2801088642	SRR19100458	49606766	6845733708
SRP373828	SRX15168334	GSM6108351: Spatial_transcriptomics_Day_9_Aged; Mus musculus; OTHER	10090	Mus musculus	OTHER	TRANSCRIPTOMIC	other	SRS12909402	GSM6108351	NextSeq 500	85351436	1210237550	SRR19100470	21384631	2951079078
SRP373828	SRX15168333	GSM6108349: Spatial_transcriptomics_Day_3_Aged; Mus musculus; OTHER	10090	Mus musculus	OTHER	TRANSCRIPTOMIC	other	SRS12909401	GSM6108349	NextSeq 500	139721042	1995983729	SRR19100462	35016042	4832213796
SRP373828	SRX15168332	GSM6108350: Spatial_transcriptomics_Day_9_Young; Mus musculus; OTHER	10090	Mus musculus	OTHER	TRANSCRIPTOMIC	other	SRS12909400	GSM6108350	NextSeq 500	88993068	1255573976	SRR19100466	22293595	3076516110
SRP373828	SRX15168331	GSM6108347: Spatial_transcriptomics_Day_0_Aged; Mus musculus; OTHER	10090	Mus musculus	OTHER	TRANSCRIPTOMIC	other	SRS12909399	GSM6108347	NextSeq 500	88586077	1273406120	SRR19100474	22424930	3094640340
SRP373828	SRX15168330	GSM6108346: Spatial_transcriptomics_Day_0_Young; Mus musculus; OTHER	10090	Mus musculus	OTHER	TRANSCRIPTOMIC	other	SRS12909398	GSM6108346	NextSeq 500	96915017	1362634150	SRR19100478	24227032	3343330416
SRP373826	SRX15168313	GSM6108380: Lung_Day_9_Aged_3; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909381	GSM6108380	NextSeq 500	20707233	138119420	SRR19100340	5150676	381150024
SRP373826	SRX15168312	GSM6108379: Lung_Day_9_Aged_2; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909380	GSM6108379	NextSeq 500	27608074	182383224	SRR19100344	6905016	510971184
SRP373826	SRX15168311	GSM6108378: Lung_Day_9_Aged_1; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909378	GSM6108378	NextSeq 500	18748469	123301204	SRR19100348	4704058	348100292
SRP373826	SRX15168310	GSM6108377: Lung_Day_9_Young_2; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909379	GSM6108377	NextSeq 500	24846644	163134603	SRR19100352	6162372	456015528
SRP373826	SRX15168309	GSM6108376: Lung_Day_9_Young_1; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909377	GSM6108376	NextSeq 500	28390927	186563780	SRR19100356	7047299	521500126
SRP373826	SRX15168308	GSM6108375: Lung_Day_3_Aged_3; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909376	GSM6108375	NextSeq 500	16848489	105406195	SRR19100360	3802609	281393066
SRP373826	SRX15168307	GSM6108374: Lung_Day_3_Aged_2; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909375	GSM6108374	NextSeq 500	15610180	97478445	SRR19100364	3514464	260070336
SRP373826	SRX15168306	GSM6108373: Lung_Day_3_Aged_1; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909374	GSM6108373	NextSeq 500	20090949	124060005	SRR19100368	4501020	333075480
SRP373826	SRX15168305	GSM6108372: Lung_Day_3_Young_3; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909373	GSM6108372	NextSeq 500	19514765	122651836	SRR19100372	4402568	325790032
SRP373826	SRX15168304	GSM6108371: Lung_Day_3_Young_2; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909372	GSM6108371	NextSeq 500	17908988	112557453	SRR19100376	4038422	298843228
SRP373826	SRX15168303	GSM6108370: Lung_Day_3_Young_1; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909370	GSM6108370	NextSeq 500	19439923	122534357	SRR19100380	4397055	325382070
SRP373826	SRX15168302	GSM6108369: Lung_Day_0_Aged_2; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909371	GSM6108369	NextSeq 500	11780888	79983760	SRR19100384	2963403	219291822
SRP373826	SRX15168301	GSM6108368: Lung_Day_0_Aged_1; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909369	GSM6108368	NextSeq 500	12115413	83137393	SRR19100388	3067905	227024970
SRP373826	SRX15168300	GSM6108367: Lung_Day_0_Young_2; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909368	GSM6108367	NextSeq 500	10922407	75277442	SRR19100392	2779284	205667016
SRP373826	SRX15168299	GSM6108366: Lung_Day_0_Young_1; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS12909367	GSM6108366	NextSeq 500	14005962	95740586	SRR19100396	3542315	262131310
SRP359129	SRX15092500	RNA-Seq of FAdV-4: LMH	190063	Fowl aviadenovirus C	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	SRS11951067	LMH_CX19A_RNAseq200804	BGISEQ-500	3034381	442312015	SRR19020675	3034381	910314300
